Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17
1,160,0,0,0,0,46,BT1,1,VA,0,AB01,BY,12000,5,1981,ARER,1
1,195,110,1,0,0,71,BT1,2,VA,0,AB03,LV,18000,1,2015,BAAR,4
1,195,0,0,0,0,33,BT1,0,VA,0,AB03,BY,12000,4,2016,ARER,2
1,145,0,0,0,0,39,BT1,1,VA,0,AB03,BY,15000,5,2005,OMCE,2
1,130,0,0,0,0,63,BT1,1,MI,0,AB03,AV,3000,1,1969,ARER,1
0,85,0,0,60,1,73,BT1,2,VA,0,AB03,AO,9000,2,1880,TLEG,2
1,135,30,1,20,1,71,BT1,2,MI,0,AB01,BY,6000,1,1957,TLEG,1
0,220,0,0,115,1,50,BT1,2,CA,0,AB03,AO,4000,6,2010,TLEG,3
1,140,0,0,0,0,73,BT1,1,CA,0,AB03,LV,15000,2,1997,OMCE,1
1,85,85,1,0,0,78,BT1,1,VA,0,AB02,LV,12000,2,1960,ARER,1
1,140,0,0,0,0,49,BT1,1,MI,0,AB02,BY,10000,5,1964,BAAR,1
0,130,0,0,0,0,77,BT1,1,VA,0,AB03,BY,23000,1,1967,ARER,2
0,120,0,0,0,0,61,BT1,1,VA,0,AB03,LV,10000,3,1969,ARER,1
1,65,0,0,40,1,45,BT1,2,VA,0,AB03,AO,5000,3,1930,ARER,1
1,95,15,1,60,1,79,BT1,2,MI,0,AB03,BY,7000,2,1945,TLEG,2
1,105,0,0,0,0,70,BT3,1,VA,0,AB04,LV,11000,2,1987,TLEG,1
1,60,0,0,40,1,60,BT3,2,VA,0,AB05,LA,9000,1,1990,OMCE,1
1,100,100,1,75,1,62,BT1,2,AL,0,AB05,BY,17000,2,1955,TLEG,1
1,170,0,0,0,0,72,BT1,1,VA,0,AB02,LV,8000,2,1969,ARER,2
0,70,70,1,0,0,26,BT1,1,MI,0,AB02,AV,8000,1,1958,ARER,1
1,110,0,0,85,1,40,BT1,2,VA,0,AB02,BY,11000,3,1976,TLEG,2
0,100,0,0,0,0,49,BT1,1,VA,0,AB04,AV,7000,2,1989,OMCE,1
0,50,0,0,50,1,51,BT1,2,AL,0,AB02,BY,12000,2,1900,TLEG,1
1,170,0,0,0,0,70,BT1,1,MI,0,AB03,BY,7000,3,1966,ARER,2
1,155,0,0,0,0,52,BT1,1,VA,0,AB03,BY,11000,2,1988,TLEG,1
1,95,0,0,70,1,37,BT1,2,VA,0,AB04,LV,11000,3,1930,TLEG,1
1,155,0,0,0,0,77,BT1,1,MI,0,AB03,LV,10000,1,1968,TLEG,2
1,120,35,1,0,0,50,BT1,1,VA,0,AB03,AV,3000,2,1957,ARER,1
1,160,0,0,0,0,55,BT1,1,MI,0,AB03,AV,8000,2,1973,OMCE,2
1,130,0,0,0,0,30,BT1,1,AL,0,AB01,LA,10000,3,1966,BAAR,1
1,175,0,0,0,0,54,BT1,1,VA,0,AB04,BY,8000,4,1984,OMCE,2
1,130,0,0,0,0,54,BT1,1,AL,0,AB03,LV,8000,4,1975,ARER,2
0,120,0,0,0,0,61,BT1,0,VA,0,AB03,BY,4000,2,2009,TGAR,1
1,60,60,1,45,1,69,BT3,2,VA,0,AB03,BY,26000,2,1950,TLEG,2
1,140,0,0,0,0,65,BT1,1,MI,0,AB03,BY,9000,2,1977,ARER,2
1,105,0,0,0,0,44,BT3,1,MI,0,AB02,BY,17000,4,1970,TGAR,2
1,170,0,0,0,0,41,BT1,1,VA,0,AB05,BY,15000,4,2007,OMCE,2
1,145,0,0,0,0,53,BT1,1,VA,0,AB03,LA,14000,4,1965,TLEG,1
1,175,0,0,0,0,66,BT1,1,MI,0,AB03,LV,9000,2,1976,META,1
1,125,0,0,0,0,58,BT1,1,MI,0,AB03,BY,9000,1,1987,OMCE,1
1,70,25,1,0,0,66,BT3,1,VA,0,AB05,LV,9000,2,1880,META,1
1,185,0,0,0,0,39,BT1,1,VA,0,AB03,BY,7000,5,2016,OMCE,2
1,135,70,1,45,1,55,BT3,3,VA,0,AB02,BY,16000,2,1971,OMCE,2
0,60,0,0,20,1,56,BT1,2,AL,0,AB03,LA,10000,3,1925,TLEG,1
1,95,95,1,85,1,41,BT1,2,VA,1,AB02,BY,26000,5,1920,TLEG,2
1,60,0,0,35,1,54,BT1,2,MI,0,AB04,BY,6000,2,1960,ARER,1
1,100,0,0,70,1,43,BT1,2,MI,0,AB03,LV,4000,2,1975,ARER,2
1,170,0,0,0,0,34,BT1,1,AL,0,AB03,LV,12000,4,1985,OMCE,2
1,135,0,0,0,0,64,BT3,1,MI,0,AB04,BY,16000,2,1958,ARER,1
1,115,0,0,0,0,46,BT1,1,VA,0,AB03,BY,9000,4,1967,TLEG,2
1,150,0,0,0,0,44,BT1,1,VA,0,AB03,LV,7000,3,1965,ARER,1
1,130,0,0,35,1,28,BT1,2,VA,0,AB02,AO,9000,3,1860,ARER,1
1,185,0,0,0,0,31,BT1,1,VA,0,AB03,LV,6000,4,1966,ARER,1
0,150,0,0,0,0,72,BT1,1,VA,0,AB03,LV,5000,2,1975,ARER,2
1,120,0,0,0,0,38,BT1,1,VA,1,AB05,LA,9000,4,1971,ARER,2
0,75,0,0,35,1,38,BT1,2,VA,0,AB03,AO,9000,2,1950,TLEG,1
0,140,0,0,0,0,83,BT1,1,VA,0,AB03,BY,7000,2,1974,ARER,1
0,65,10,1,40,1,30,BT1,2,MI,0,AB02,AO,8000,3,1958,TLEG,1
1,145,45,1,0,0,83,BT1,1,VA,0,AB03,BY,12000,2,1965,ARER,2
0,75,75,1,50,1,42,BT1,2,MI,0,AB04,BY,11000,1,1925,TLEG,1
0,175,115,1,0,0,47,BT1,1,MI,1,AB03,AV,8000,2,1973,ARER,2
1,75,0,0,50,1,71,BT3,2,VA,0,AB01,BY,14000,2,1920,TLEG,2
1,110,0,0,0,0,77,BT3,1,VA,0,AB03,LV,18000,1,2004,OMCE,1
1,115,0,0,0,0,34,BT1,1,MI,0,AB02,LV,6000,5,1977,OMCE,1
0,75,75,1,0,0,73,BT1,1,MI,0,AB03,LA,13000,1,1935,ARER,1
1,130,0,0,0,0,68,BT1,1,VA,0,AB04,LA,14000,2,1972,ARER,1
1,120,0,0,0,0,66,BT3,1,VA,0,AB05,BY,16000,2,2000,OMCE,2
1,105,0,0,0,0,64,BT1,1,VA,0,AB02,AO,10000,1,1988,OMCE,1
0,125,80,1,0,0,59,BT3,1,MI,0,AB01,BY,16000,1,2000,TLEG,2
1,195,45,1,0,0,56,BT1,1,VA,0,AB03,BY,8000,2,1959,OMCE,2
1,170,0,0,0,0,56,BT1,1,VA,0,AB03,BY,10000,2,1962,ARER,2
1,105,0,0,0,0,65,BT3,1,AL,0,AB03,BY,20000,2,1967,BAAR,2
1,85,0,0,55,1,58,BT1,2,VA,0,AB01,BY,5000,1,1905,ARER,1
1,150,0,0,0,0,38,BT1,1,MI,1,AB03,BY,11000,4,1977,ARER,2
1,125,5,1,65,1,58,BT1,2,VA,0,AB03,AV,5000,1,1930,ARER,2
1,165,0,0,0,0,73,BT1,2,VA,0,AB05,LA,13000,2,2009,OMCE,2
1,150,0,0,0,0,41,BT1,1,VA,0,AB03,BY,10000,4,1975,ARER,2
1,140,0,0,0,0,53,BT1,1,VA,1,AB03,AV,9000,3,1990,OMCE,1
1,120,0,0,0,0,57,BT1,1,AL,0,AB03,BY,15000,2,1974,ARER,2
0,60,0,0,45,1,58,BT1,2,VA,0,AB03,BY,16000,1,1945,TLEG,2
1,100,0,0,0,0,57,BT1,1,VA,0,AB02,BY,20000,2,1930,TLEG,1
1,115,0,0,85,1,75,BT1,2,MI,0,AB03,BY,8000,2,1975,OMCE,1
1,75,0,0,55,1,70,BT3,2,MI,1,AB01,BY,13000,2,1980,ARER,2
0,90,0,0,0,0,62,BT3,1,MI,0,AB02,BY,17000,1,2004,TLEG,1
1,100,0,0,0,0,65,BT3,1,VA,0,AB03,BY,12000,2,2003,OMCE,1
0,145,0,0,0,0,55,BT1,1,AL,0,AB04,LA,16000,2,1971,OMCE,2
0,70,0,0,0,0,32,BT3,1,MI,0,AB01,LA,10000,0,1989,ARER,1
0,95,0,0,0,0,45,BT3,1,VA,1,AB04,LA,10000,4,1982,TLEG,1
0,100,0,0,45,1,65,BT1,2,MI,0,AB03,BY,16000,2,1956,TLEG,1
0,70,0,0,35,1,45,BT1,2,VA,1,AB02,LA,10000,4,1945,TLEG,1
1,185,0,0,0,0,62,BT1,1,AL,0,AB03,BY,17000,2,1997,OMCE,2
1,120,0,0,0,0,50,BT1,1,VA,0,AB03,LV,9000,1,1980,TLEG,1
1,130,0,0,0,0,21,BT1,1,VA,0,AB03,BY,8000,1,1974,ARER,2
1,210,5,1,0,0,34,BT1,1,VA,0,AB03,BY,5000,5,1955,ARER,2
0,145,0,0,0,0,55,BT1,1,AL,0,AB03,BY,8000,2,1969,ARER,2
0,130,5,1,40,1,39,BT1,2,AL,0,AB03,BY,6000,2,1945,ARER,2
0,80,0,0,40,1,61,BT1,2,MI,0,AB03,LV,6000,2,1860,ARER,1
1,125,0,0,0,0,50,BT1,1,MI,0,AB01,LV,8000,2,1969,ARER,1
0,185,0,0,0,0,51,BT1,1,MI,0,AB03,LA,7000,3,1969,ARER,3
0,115,0,0,0,0,68,BT1,1,VA,0,AB03,LV,13000,2,1980,OMCE,1
1,125,0,0,0,0,47,BT1,1,VA,0,AB05,BY,19000,4,1996,OMCE,2
1,185,0,0,0,0,37,BT1,1,VA,0,AB03,LV,11000,4,2007,OMCE,2
0,155,0,0,0,0,41,BT1,1,MI,0,AB01,LA,18000,4,2001,TLEG,2
0,165,0,0,0,0,52,BT1,1,MI,0,AB01,LA,9000,3,1974,ARER,2
1,220,0,0,0,0,40,BT1,2,VA,1,AB03,BY,12000,5,1986,TLEG,2
1,140,0,0,25,1,70,BT1,2,MI,0,AB01,AO,10000,2,1700,STRA,1
1,85,0,0,0,0,45,BT3,1,VA,0,AB03,BY,9000,2,1971,ARER,1
1,130,0,0,0,0,83,BT1,1,MI,0,AB04,BY,9000,2,1959,ARER,1
1,110,75,1,0,0,78,BT1,1,VA,0,AB01,BY,17000,1,1935,TGAR,2
0,75,0,0,10,1,63,BT1,1,VA,0,AB01,AV,9000,2,1957,ARER,1
1,105,50,1,40,1,32,BT1,2,VA,0,AB03,AV,17000,0,1950,ARER,1
1,100,0,0,0,0,69,BT1,1,VA,0,AB03,BY,11000,2,1969,ARER,1
1,180,0,0,0,0,46,BT1,0,VA,0,AB03,BY,17000,5,2016,TGAR,2
0,85,0,0,0,0,77,BT3,1,MI,1,AB04,BY,11000,2,1984,OMCE,1
0,200,45,1,0,0,74,BT1,1,VA,0,AB03,LV,8000,2,1965,TGAR,2
1,110,55,1,0,0,69,BT3,2,MI,0,AB02,BY,16000,1,1970,BAAR,2
1,180,180,1,0,0,62,BT1,1,MI,0,AB02,LV,13000,2,1962,ARER,2
1,80,0,0,45,1,45,BT1,2,VA,0,AB01,AV,6000,3,1905,OMCE,1
1,115,0,0,80,1,45,BT1,2,VA,0,AB03,BY,17000,6,1960,ARER,2
1,165,10,1,115,1,54,BT1,2,VA,0,AB01,AV,4000,4,1935,ARER,1
1,130,5,1,45,1,48,BT1,2,MI,0,AB01,LV,5000,4,1930,OMCE,1
1,135,0,0,60,1,72,BT1,2,AL,0,AB03,LV,7000,2,1930,OMCE,3
1,120,0,0,50,1,20,BT1,2,AL,0,AB01,AO,3000,2,1910,ARER,2
1,90,0,0,0,0,57,BT3,1,VA,0,AB03,BY,3000,1,2015,OMCE,1
0,60,30,1,0,0,66,BT1,1,VA,0,AB03,LV,26000,2,1980,TLEG,2
1,110,0,0,0,0,79,BT1,1,AL,0,AB02,AV,7000,1,1964,ARER,1
1,115,0,0,0,0,65,BT1,1,MI,0,AB03,BY,10000,2,1969,OMCE,1
1,170,0,0,0,0,38,BT1,1,MI,0,AB02,BY,12000,6,1976,ARER,2
1,105,0,0,0,0,77,BT3,1,VA,0,AB01,BY,19000,1,1977,BAAR,1
0,135,0,0,0,0,50,BT1,1,VA,1,AB03,LV,10000,2,1976,OMCE,2
1,150,0,0,0,0,38,BT1,1,MI,1,AB05,BY,16000,5,1925,ARER,2
1,90,55,1,65,1,48,BT1,2,VA,1,AB03,BY,19000,3,1920,TGAR,3
0,120,0,0,0,0,48,BT1,1,MI,0,AB03,AV,7000,1,1966,ARER,1
1,125,0,0,0,0,71,BT3,1,VA,0,AB03,BY,4000,2,2015,OMCE,2
1,125,0,0,0,0,47,BT1,1,VA,0,AB03,BY,15000,3,1973,OMCE,2
1,100,0,0,40,1,51,BT1,2,AL,0,AB05,AO,9000,2,1925,TLEG,1
1,125,0,0,0,0,29,BT1,1,AL,0,AB03,LV,8000,2,1976,ARER,2
1,175,60,1,0,0,41,BT1,1,VA,0,AB04,BY,19000,5,1970,ARER,2
0,145,0,0,0,0,73,BT1,1,VA,0,AB03,BY,8000,2,1977,OMCE,2
1,150,0,0,0,0,82,BT1,1,VA,0,AB03,BY,16000,1,1967,OMCE,2
1,130,0,0,0,0,67,BT1,1,MI,0,AB03,BY,8000,2,1971,ARER,1
1,155,0,0,0,0,67,BT1,1,VA,0,AB03,BY,11000,2,1987,TLEG,2
0,125,0,0,0,0,34,BT3,0,VA,0,AB03,BY,22000,2,2016,TLEG,2
0,110,0,0,0,0,32,BT1,1,VA,0,AB03,LV,15000,0,1966,TLEG,1
1,100,0,0,0,0,68,BT3,1,VA,0,AB03,BY,13000,2,1969,TGAR,1
1,155,0,0,0,0,35,BT3,0,VA,1,AB03,BY,39000,2,2016,BAAR,2
1,110,0,0,0,0,63,BT1,1,VA,0,AB03,LV,8000,2,1981,OMCE,1
1,160,160,1,0,0,30,BT1,1,VA,0,AB03,LV,9000,2,1980,OMCE,2
0,105,0,0,25,1,52,BT1,2,VA,0,AB03,LA,8000,1,1880,TLEG,1
0,115,0,0,45,1,64,BT1,2,VA,0,AB03,BY,14000,2,1925,TLEG,1
1,105,0,0,0,0,73,BT3,1,VA,0,AB03,BY,13000,2,1987,OMCE,1
0,120,0,0,0,0,69,BT1,1,VA,0,AB03,BY,17000,1,2004,OMCE,1
0,100,10,1,70,1,64,BT1,2,VA,0,AB01,AO,5000,2,1900,ARER,1
0,150,0,0,0,0,46,BT1,1,VA,0,AB03,LV,13000,3,2010,OMCE,2
1,120,0,0,0,0,66,BT1,1,MI,0,AB03,BY,14000,2,1986,OMCE,1
1,90,45,1,70,1,41,BT1,2,VA,0,AB03,BY,14000,1,1969,TLEG,2
1,220,0,0,0,0,81,BT1,1,AL,0,AB03,LV,10000,1,1984,ARER,3
0,120,0,0,35,1,29,BT1,2,MI,0,AB03,AO,5000,2,1880,STRA,2
0,130,0,0,0,0,43,BT1,1,MI,0,AB02,BY,13000,4,1970,OMCE,2
1,90,0,0,0,0,86,BT3,1,VA,0,AB03,BY,14000,2,2001,OMCE,1
0,120,0,0,0,0,63,BT1,1,VA,0,AB03,LA,6000,2,1975,ARER,2
1,95,65,1,60,1,66,BT1,2,VA,0,AB03,AV,9000,2,1945,ARER,2
1,155,40,1,0,0,85,BT1,1,VA,0,AB03,BY,20000,2,1964,BAAR,2
0,50,50,1,15,1,55,BT3,2,VA,1,AB04,LA,9000,5,1905,ARER,1
0,60,0,0,35,1,34,BT1,2,AL,0,AB03,AV,4000,4,1920,ARER,1
0,90,90,1,75,1,55,BT1,2,VA,1,AB03,LA,6000,5,1920,TLEG,3
0,150,0,0,0,0,41,BT1,1,VA,0,AB05,AO,8000,2,1976,TLEG,2
0,60,0,0,30,1,55,BT3,2,VA,1,AB04,LA,7000,5,1910,ARER,1
1,140,0,0,0,0,47,BT1,1,VA,0,AB03,LA,16000,4,1966,OMCE,2
0,60,0,0,0,0,55,BT1,2,VA,1,AB03,LA,14000,5,1973,TGAR,1
0,120,20,1,45,1,55,BT1,2,VA,1,AB01,LA,6000,5,1915,OMCE,1
1,170,0,0,0,0,55,BT1,1,VA,1,AB02,LA,9000,5,2008,A0DM,2
0,80,55,1,35,1,55,BT1,2,VA,1,AB03,LA,5000,5,1915,ARER,1
0,100,0,0,0,0,55,BT1,1,VA,1,AB04,AO,6000,5,1957,ARER,1
0,65,5,1,25,1,55,BT1,2,VA,1,AB03,AO,6000,5,1920,ARER,1
1,85,85,1,45,1,38,BT3,2,AL,0,AB03,BY,19000,3,1956,TLEG,2
1,115,0,0,0,0,43,BT1,1,VA,0,AB03,BY,12000,4,1964,ARER,1
1,175,0,0,0,0,59,BT1,1,AL,0,AB03,AV,9000,2,1981,TLEG,2
1,80,80,1,45,1,55,BT1,2,VA,0,AB03,BY,8000,3,1940,ARER,2
0,150,70,1,120,1,53,BT1,2,VA,0,AB03,BY,21000,4,1880,ARER,2
1,125,0,0,0,0,65,BT1,1,VA,0,AB02,BY,7000,2,1976,ARER,1
1,195,0,0,0,0,47,BT3,0,VA,1,AB06,BY,27000,3,2016,META,2
0,180,0,0,90,1,50,BT1,2,VA,0,AB03,BY,10000,3,1840,TLEG,3
0,125,0,0,0,0,48,BT1,1,MI,0,AB03,BY,17000,2,1957,OMCE,1
0,360,220,1,0,0,46,BT1,2,VA,1,AB01,BY,14000,4,1915,TLEG,5
1,95,95,1,0,0,52,BT1,1,VA,1,AB01,BY,17000,2,1950,ARER,2
1,95,0,0,0,0,69,BT3,1,MI,0,AB03,BY,17000,2,1958,ARER,1
1,220,145,1,0,0,68,BT1,1,VA,0,AB03,BY,14000,2,1977,OMCE,3
1,130,0,0,0,0,42,BT1,1,VA,0,AB03,LV,6000,4,1962,TGAR,1
1,130,0,0,0,0,57,BT1,1,MI,0,AB03,AV,5000,1,1979,ARER,1
1,150,0,0,0,0,49,BT1,1,MI,0,AB03,BY,19000,3,2005,OMCE,2
1,105,10,1,40,1,43,BT1,2,VA,0,AB03,LV,9000,4,1930,TLEG,1
0,250,0,0,0,0,40,BT3,1,VA,0,AB03,BY,16000,3,1968,OMCE,2
1,140,0,0,110,1,87,BT1,2,VA,0,AB03,BY,5000,2,1979,ARER,2
0,155,0,0,0,0,36,BT1,1,VA,0,AB02,BY,13000,5,1965,ARER,1
0,115,0,0,0,0,68,BT3,2,VA,0,AB03,BY,17000,3,1980,OMCE,2
0,150,0,0,0,0,46,BT1,1,VA,0,AB03,LA,11000,2,1970,ARER,1
1,130,0,0,0,0,61,BT1,1,VA,0,AB03,BY,14000,2,1983,TLEG,2
1,190,75,1,0,0,68,BT1,1,MI,0,AB04,LV,11000,2,1972,ARER,1
0,140,0,0,0,0,87,BT1,1,VA,0,AB03,LV,28000,1,1985,TLEG,2
1,100,0,0,0,0,69,BT3,1,AL,0,AB03,BY,12000,1,1976,ARER,1
1,120,20,1,0,0,68,BT1,1,CA,0,AB03,LV,10000,2,1977,TLEG,1
1,85,0,0,0,0,79,BT3,1,VA,0,AB03,LA,12000,1,2004,OMCE,1
0,125,0,0,0,0,72,BT1,1,AL,0,AB05,BY,17000,2,1969,ARER,2
0,110,40,1,0,0,81,BT1,1,VA,0,AB03,BY,46000,1,1956,ARER,1
1,145,0,0,0,0,47,BT1,1,CA,1,AB03,LV,14000,2,1999,OMCE,2
0,175,0,0,0,0,76,BT1,1,VA,0,AB03,AO,8000,1,1958,ARER,1
0,155,0,0,0,0,45,BT1,1,AL,0,AB03,BY,9000,4,1971,ARER,2
0,105,0,0,0,0,54,BT3,2,AL,0,AB04,BY,18000,2,1957,ARER,1
0,135,0,0,120,1,47,BT1,2,VA,0,AB03,AV,5000,4,1992,TLEG,2
1,155,0,0,0,0,59,BT1,1,MI,0,AB03,BY,10000,1,1976,ARER,2
1,95,0,0,70,1,67,BT1,2,MI,0,AB03,AV,7000,2,1976,OMCE,2
1,210,0,0,0,0,42,BT1,1,AL,0,AB01,LV,9000,5,1985,OMCE,2
1,170,0,0,0,0,43,BT3,1,MI,0,AB04,BY,16000,4,1974,BAAR,2
1,50,0,0,45,1,43,BT3,2,MI,0,AB03,BY,15000,2,1987,TLEG,1
0,170,0,0,0,0,28,BT1,0,VA,0,AB03,AO,13000,2,1964,ARER,2
0,65,0,0,40,1,39,BT1,2,AL,0,AB04,BY,11000,1,1925,TLEG,1
1,60,0,0,50,1,55,BT3,2,MI,0,AB02,BY,15000,2,1974,ARER,1
1,155,0,0,0,0,42,BT1,1,VA,0,AB05,BY,19000,2,2000,OMCE,2
1,200,30,1,50,1,41,BT1,2,VA,0,AB01,LV,6000,2,1900,TLEG,2
1,105,60,1,0,0,51,BT1,1,VA,0,AB03,LV,6000,1,1960,ARER,1
1,95,0,0,0,0,61,BT1,1,VA,0,AB03,AV,5000,1,1960,ARER,1
0,105,0,0,70,1,51,BT1,2,VA,0,AB02,AV,5000,3,1900,META,1
1,90,45,1,0,0,71,BT1,1,MI,0,AB03,BY,17000,1,1945,TLEG,1
1,90,0,0,0,0,42,BT1,1,AL,0,AB03,BY,11000,2,1985,ARER,1
0,90,0,0,30,1,70,BT1,2,AL,0,AB04,LA,9000,2,1915,TLEG,1
1,160,0,0,0,0,70,BT1,1,AL,0,AB03,LA,5000,2,1974,ARER,2
1,120,10,1,55,1,58,BT1,2,CA,0,AB03,AV,4000,2,1935,OMCE,2
0,120,0,0,0,0,49,BT1,1,MI,0,AB03,AO,5000,1,1977,TLEG,1
0,75,0,0,0,0,55,BT1,1,VA,0,AB03,AO,11000,0,1800,META,1
0,60,0,0,35,1,64,BT1,2,VA,0,AB02,LA,10000,2,1925,TLEG,1
1,100,85,1,55,1,61,BT1,2,MI,0,AB03,AV,10000,2,1955,OMCE,1
1,95,0,0,30,1,34,BT1,2,AL,0,AB03,AO,5000,1,1910,ARER,1
0,105,0,0,0,0,52,BT1,1,MI,0,AB01,LA,4000,1,1963,ARER,1
0,155,0,0,0,0,29,BT1,1,VA,0,AB05,LV,13000,4,1967,TGAR,2
1,90,0,0,60,1,33,BT1,2,VA,0,AB04,LV,7000,1,1977,OMCE,2
0,125,0,0,0,0,51,BT1,1,VA,0,AB04,BY,15000,3,1979,ARER,2
1,130,0,0,60,1,57,BT1,2,MI,0,AB03,BY,9000,2,1900,OMCE,2
1,155,0,0,0,0,64,BT1,1,AL,0,AB01,BY,15000,2,1960,ARER,2
0,110,0,0,0,0,52,BT1,1,VA,0,AB01,LA,5000,1,1987,OMCE,1
1,130,0,0,0,0,38,BT1,0,VA,0,AB03,BY,12000,2,2016,TLEG,2
1,150,0,0,0,0,63,BT1,1,AL,0,AB03,LV,10000,2,1986,OMCE,2
0,140,0,0,0,0,46,BT1,1,MI,0,AB03,LV,15000,2,1999,OMCE,1
1,120,0,0,0,0,53,BT1,1,VA,0,AB03,BY,10000,3,1978,TLEG,2
1,65,65,1,0,0,60,BT1,1,VA,0,AB03,BY,12000,2,1935,ARER,2
1,150,0,0,0,0,49,BT3,2,AL,0,AB03,LV,10000,3,1980,TLEG,2
0,130,0,0,0,0,34,BT1,1,VA,0,AB05,AV,7000,4,1905,META,1
1,95,30,1,0,0,37,BT1,1,MI,0,AB03,AO,8000,3,1945,ARER,1
1,195,0,0,90,1,44,BT1,2,VA,0,AB01,BY,6000,5,1974,TLEG,3
1,125,0,0,0,0,31,BT1,1,VA,0,AB02,AV,6000,3,1972,ARER,1
0,80,5,1,50,1,72,BT1,2,MI,0,AB03,LV,5000,2,1910,TLEG,2
0,95,0,0,0,0,37,BT3,2,VA,0,AB03,BY,10000,2,1760,TLEG,1
0,100,0,0,30,1,36,BT1,2,VA,0,AB03,LV,8000,2,1920,TLEG,1
0,110,0,0,0,0,61,BT3,1,VA,1,AB04,BY,10000,2,1970,BAAR,2
1,95,0,0,0,0,28,BT3,1,AL,0,AB03,BY,22000,2,1983,ARER,1
1,165,10,1,75,1,35,BT1,2,VA,1,AB03,LV,5000,6,1910,OMCE,2
1,130,25,1,0,0,74,BT1,1,MI,0,AB03,BY,9000,2,1957,ARER,1
1,155,0,0,0,0,76,BT1,1,VA,0,AB03,LV,10000,2,1976,ARER,2
1,75,0,0,0,0,80,BT3,1,MI,0,AB04,BY,11000,1,1986,OMCE,1
1,110,0,0,0,0,37,BT1,1,MI,0,AB01,BY,10000,1,1982,TLEG,1
1,150,0,0,0,0,32,BT1,1,MI,0,AB01,BY,9000,3,1966,ARER,1
0,195,70,1,0,0,65,BT1,1,VA,0,AB03,BY,19000,2,1966,TLEG,3
1,110,10,1,40,1,58,BT1,2,MI,0,AB03,AV,2000,2,1964,ARER,1
1,65,15,1,0,0,74,BT3,1,VA,0,AB04,BY,11000,2,1982,BAAR,2
1,120,0,0,0,0,52,BT1,1,VA,0,AB03,BY,10000,2,1980,OMCE,1
1,195,0,0,0,0,43,BT1,0,VA,0,AB03,BY,11000,4,2016,OMCE,2
1,180,70,1,0,0,70,BT1,1,VA,0,AB04,BY,10000,1,1969,BAAR,2
1,60,0,0,20,1,57,BT1,2,VA,0,AB03,AV,5000,2,1920,ARER,1
1,135,0,0,0,0,70,BT3,1,VA,0,AB02,BY,19000,2,1980,ARER,2
0,175,0,0,0,0,75,BT1,1,MI,0,AB05,LV,7000,2,1971,ARER,2
1,105,0,0,0,0,75,BT3,1,AL,0,AB05,BY,15000,1,1969,ARER,2
1,190,0,0,0,0,40,BT1,1,VA,0,AB04,BY,13000,4,2016,TLEG,2
1,150,0,0,0,0,23,BT1,1,MI,0,AB03,AV,9000,1,1997,TLEG,2
0,110,80,1,75,1,32,BT1,2,VA,0,AB03,BY,9000,0,1980,TLEG,3
1,110,0,0,0,0,32,BT1,1,VA,0,AB03,BY,10000,0,1989,OMCE,1
1,115,0,0,0,0,84,BT1,1,VA,0,AB03,BY,18000,2,1961,TGAR,1
0,130,0,0,0,0,51,BT1,1,VA,0,AB02,BY,11000,2,1964,A0DM,2
1,100,5,1,50,1,33,BT1,2,VA,0,AB03,AV,10000,2,1940,ARER,2
1,120,0,0,0,0,42,BT1,1,VA,0,AB04,BY,8000,5,1977,ARER,1
1,65,65,1,55,1,42,BT1,2,MI,0,AB03,BY,6000,1,1920,ARER,2
1,185,0,0,0,0,67,BT1,1,AL,0,AB02,BY,10000,2,1969,ARER,2
1,105,0,0,0,0,32,BT1,1,VA,0,AB03,LV,7000,0,1967,ARER,1
1,105,35,1,0,0,75,BT1,1,VA,0,AB03,BY,10000,2,1959,ARER,2
1,130,0,0,0,0,66,BT1,1,VA,0,AB03,BY,8000,2,1979,TLEG,1
1,100,0,0,0,0,79,BT1,1,VA,0,AB05,LV,5000,1,1962,ARER,1
1,180,90,1,0,0,72,BT1,2,VA,0,AB01,BY,18000,1,1935,TLEG,1
1,170,0,0,30,1,50,BT1,2,VA,0,AB03,BY,19000,4,1997,TLEG,2
1,145,0,0,0,0,69,BT1,1,VA,0,AB03,LV,7000,2,1969,ARER,2
1,165,0,0,0,0,29,BT1,1,MI,0,AB03,LV,9000,3,1987,OMCE,2
1,80,80,1,45,1,69,BT1,2,VA,0,AB02,BY,19000,2,1920,TLEG,3
1,155,0,0,0,0,63,BT1,0,VA,0,AB03,BY,11000,2,2016,TGAR,2
1,120,0,0,0,0,58,BT1,1,AL,0,AB03,AV,6000,2,1860,ARER,1
1,105,0,0,0,0,78,BT1,1,VA,0,AB03,LV,10000,1,1965,TLEG,2
1,145,40,1,0,0,33,BT3,2,VA,0,AB02,BY,18000,3,1977,TGAR,2
1,120,0,0,85,1,46,BT1,2,AL,1,AB03,AV,5000,4,1905,ARER,1
0,140,0,0,0,0,53,BT1,1,AL,0,AB03,LA,14000,2,1998,OMCE,2
1,115,0,0,0,0,34,BT3,1,MI,0,AB03,BY,13000,3,1979,ARER,1
0,85,85,1,75,1,64,BT3,2,VA,0,AB05,BY,13000,2,1950,TLEG,2
1,155,145,1,0,0,70,BT1,1,VA,0,AB03,BY,11000,3,1940,OMCE,2
